uid,filename,test_id,sn,test_pressure,test_mode,vl1,vl2,vl3,anomalous,anomaly_code,cumulated_throughput,cumulated_on_time,cumulated_pulses
71,00071_071_SN01_9bars_ramp2.csv,71,1,9.0,ramp2,True,True,False,False,0,15.691812460395088,4.4838416666666685,14433.0
72,00072_072_SN01_9bars_ramp3.csv,72,1,9.0,ramp3,True,True,False,False,0,15.700614806616379,4.489119444444446,14471.0
73,00073_073_SN01_9bars_ramp4.csv,73,1,9.0,ramp4,True,True,False,False,0,15.754443659297127,4.519675000000002,14490.0
74,00074_074_SN01_9bars_onmod.csv,74,1,9.0,onmod,True,False,False,False,0,15.95289945768399,4.632730555555558,14563.0
75,00075_075_SN01_9bars_offmod.csv,75,1,9.0,offmod,True,True,False,False,0,15.988233373831015,4.6547388888888905,15363.0
76,00076_076_SN01_9bars_random_short.csv,76,1,9.0,random_short,True,True,False,False,0,16.34108536764365,4.865850000000002,16163.0
77,00077_077_SN01_9bars_random_long.csv,77,1,9.0,random_long,True,True,False,True,25.0,16.40789570110355,4.907200000000002,16463.0
78,00078_078_SN01_9bars_random_mixed.csv,78,1,9.0,random_mixed,True,True,False,False,0,16.642364499426947,5.042755555555558,16558.0
79,00079_079_SN01_24bars_ssf.csv,79,1,24.0,ssf,True,True,False,False,0,16.701326198882736,5.077547222222225,16658.0
80,00080_080_SN01_21bars_ssf.csv,80,1,21.0,ssf,True,True,False,False,0,17.056054918445575,5.160880555555558,16659.0
81,00081_081_SN01_18bars_ssf.csv,81,1,18.0,ssf,True,True,False,False,0,17.363036787079192,5.244213888888891,16660.0
82,00082_082_SN01_15bars_ssf.csv,82,1,15.0,ssf,True,True,False,False,0,17.624440810598397,5.327547222222224,16661.0
83,00083_083_SN01_12bars_ssf.csv,83,1,12.0,ssf,True,True,False,False,0,17.84308641529309,5.410880555555557,16662.0
84,00084_084_SN01_9bars_ssf.csv,84,1,9.0,ssf,True,True,False,False,0,18.02184419796456,5.49421388888889,16663.0
85,00085_085_SN01_24bars_health_check.csv,85,1,24.0,health_check,True,True,False,False,0,18.164175223024504,5.577547222222223,16664.0
86,00086_086_SN01_21bars_health_check.csv,86,1,21.0,health_check,True,True,False,False,0,18.265424999468472,5.602922222222223,16847.0
87,00087_087_SN01_18bars_health_check.csv,87,1,18.0,health_check,True,True,False,False,0,18.353038448364025,5.628297222222224,17030.0
88,00088_088_SN01_15bars_health_check.csv,88,1,15.0,health_check,True,True,False,False,0,18.427499872557924,5.653672222222224,17213.0
89,00089_089_SN01_12bars_health_check.csv,89,1,12.0,health_check,True,True,False,False,0,18.48971347312001,5.679047222222224,17396.0
90,00090_090_SN01_9bars_health_check.csv,90,1,9.0,health_check,True,True,False,False,0,18.54056172272196,5.704422222222225,17579.0
91,00091_091_SN01_7bars_ssf.csv,91,1,7.0,ssf,True,True,False,False,0,18.580972365090684,5.729797222222225,17762.0
92,00092_092_SN01_5bars_ssf.csv,92,1,5.0,ssf,True,True,False,False,0,18.70020814758054,5.813130555555558,17763.0
93,00093_093_SN01_7bars_health_check.csv,93,1,7.0,health_check,True,True,False,False,0,18.800072470155698,5.896463888888891,17764.0
94,00094_094_SN01_5bars_health_check.csv,94,1,5.0,health_check,True,True,False,False,0,18.834203219935056,5.9218388888888915,17947.0
95,00095_095_SN01_7bars_ramp1.csv,95,1,7.0,ramp1,True,True,False,False,0,18.862547133342343,5.947213888888892,18130.0
96,00096_096_SN01_7bars_ramp2.csv,96,1,7.0,ramp2,True,True,False,False,0,18.896169892915783,5.97249166666667,18312.0
97,00097_097_SN01_7bars_ramp3.csv,97,1,7.0,ramp3,True,True,False,False,0,18.90324056433435,5.977769444444448,18350.0
98,00098_098_SN01_7bars_ramp4.csv,98,1,7.0,ramp4,True,True,False,False,0,18.946560357165822,6.008325000000004,18369.0
99,00099_099_SN01_7bars_onmod.csv,99,1,7.0,onmod,True,False,False,False,0,19.106471050510397,6.121380555555559,18442.0
100,00100_100_SN01_7bars_offmod.csv,100,1,7.0,offmod,True,True,False,False,0,19.134982508480746,6.143158333333337,19242.0
101,00101_101_SN01_7bars_random_short.csv,101,1,7.0,random_short,True,True,False,False,0,19.418898751395627,6.354269444444448,20042.0
102,00102_102_SN01_7bars_random_long.csv,102,1,7.0,random_long,True,True,False,False,0,19.47067172283377,6.394108333333337,20342.0
103,00103_103_SN01_7bars_random_mixed.csv,103,1,7.0,random_mixed,True,True,False,False,0,19.670714183495175,6.537441666666671,20448.0
104,00104_104_SN01_5bars_ramp1.csv,104,1,5.0,ramp1,True,True,False,False,0,19.713622806120412,6.569036111111115,20548.0
105,00105_105_SN01_5bars_ramp2.csv,105,1,5.0,ramp2,True,True,False,False,0,19.74104417052474,6.594313888888893,20730.0
106,00106_106_SN01_5bars_ramp3.csv,106,1,5.0,ramp3,True,True,False,False,0,19.74682686974429,6.5995916666666705,20768.0
107,00107_107_SN01_5bars_ramp4.csv,107,1,5.0,ramp4,True,True,False,False,0,19.782470133286463,6.630147222222226,20787.0
108,00108_108_SN01_5bars_onmod.csv,108,1,5.0,onmod,True,False,False,False,0,19.91399955218152,6.743202777777782,20860.0
109,00109_109_SN01_5bars_offmod.csv,109,1,5.0,offmod,True,True,False,False,0,19.938333879186676,6.765688888888893,21660.0
110,00110_110_SN01_5bars_random_short.csv,110,1,5.0,random_short,True,True,False,False,0,20.171085817969164,6.976800000000004,22460.0
111,00111_111_SN01_5bars_random_long.csv,111,1,5.0,random_long,True,True,False,False,0,20.213812903922964,7.016875000000004,22760.0
112,00112_112_SN01_5bars_random_mixed.csv,112,1,5.0,random_mixed,True,True,False,False,0,20.375136037848222,7.157152777777782,22853.0
113,00113_001_SN02_24bars_ssf.csv,1,2,24.0,ssf,True,True,False,False,0,0.0,0.0,0.0
114,00114_002_SN02_21bars_ssf.csv,2,2,21.0,ssf,True,True,False,False,0,0.42509802104814187,0.08333333333333333,1.0
115,00115_003_SN02_18bars_ssf.csv,3,2,18.0,ssf,True,True,False,False,0,0.7923168754110597,0.16666666666666666,2.0
116,00116_004_SN02_15bars_ssf.csv,4,2,15.0,ssf,True,True,False,False,0,1.1048603314243879,0.25,3.0
117,00117_005_SN02_12bars_ssf.csv,5,2,12.0,ssf,True,True,False,False,0,1.3657542247167815,0.3333333333333333,4.0
118,00118_006_SN02_9bars_ssf.csv,6,2,9.0,ssf,True,True,False,False,0,1.5784438411392006,0.41666666666666663,5.0
119,00119_007_SN02_24bars_health_check.csv,7,2,24.0,health_check,True,True,False,False,0,1.7472372232367612,0.49999999999999994,6.0
120,00120_008_SN02_21bars_health_check.csv,8,2,21.0,health_check,True,True,False,False,0,1.8690911720097427,0.5253749999999999,189.0
121,00121_009_SN02_18bars_health_check.csv,9,2,18.0,health_check,True,True,False,True,24.0,1.9741876824529196,0.55075,372.0
122,00122_010_SN02_15bars_health_check.csv,10,2,15.0,health_check,True,True,False,False,0,2.0636802756090398,0.576125,555.0
123,00123_011_SN02_12bars_health_check.csv,11,2,12.0,health_check,True,True,False,False,0,2.138280951363246,0.6015,738.0
124,00124_012_SN02_9bars_health_check.csv,12,2,9.0,health_check,True,True,False,False,0,2.199097854469346,0.6268750000000001,921.0
125,00125_013_SN02_24bars_ramp1.csv,13,2,24.0,ramp1,True,True,False,False,0,2.2473778597472234,0.6522500000000001,1104.0
126,00126_014_SN02_24bars_ramp2.csv,14,2,24.0,ramp2,True,True,False,False,0,2.3671745295685858,0.6775277777777778,1286.0
127,00127_015_SN02_24bars_ramp3.csv,15,2,24.0,ramp3,True,True,False,False,0,2.3923530101641814,0.6828055555555557,1324.0
128,00128_016_SN02_24bars_ramp4.csv,16,2,24.0,ramp4,True,True,False,True,26.0,2.543526042267347,0.7133611111111112,1343.0
129,00129_017_SN02_24bars_onmod.csv,17,2,24.0,onmod,True,False,False,False,0,3.100401915628826,0.8264166666666668,1416.0
130,00130_018_SN02_24bars_offmod.csv,18,2,24.0,offmod,True,True,False,True,25.0,3.2017744962383055,0.8482222222222223,2216.0
131,00131_019_SN02_24bars_random_short.csv,19,2,24.0,random_short,True,True,False,False,0,4.197534460772377,1.0593333333333335,3016.0
132,00132_020_SN02_24bars_random_long.csv,20,2,24.0,random_long,True,True,False,False,0,4.380214443792395,1.0995138888888891,3316.0
133,00133_021_SN02_24bars_random_mixed.csv,21,2,24.0,random_mixed,True,True,False,False,0,5.201374354760046,1.2711805555555558,3412.0
134,00134_022_SN02_21bars_ramp1.csv,22,2,21.0,ramp1,True,True,False,False,0,5.3842078475021475,1.3100611111111113,3512.0
135,00135_023_SN02_21bars_ramp2.csv,23,2,21.0,ramp2,True,True,False,False,0,5.483340248830413,1.335338888888889,3694.0
136,00136_024_SN02_21bars_ramp3.csv,24,2,21.0,ramp3,True,True,False,False,0,5.504185514021811,1.3406166666666668,3732.0
137,00137_025_SN02_21bars_ramp4.csv,25,2,21.0,ramp4,True,True,False,False,0,5.629810614458631,1.3711722222222222,3751.0
138,00138_026_SN02_21bars_onmod.csv,26,2,21.0,onmod,True,False,False,False,0,6.092490519758989,1.4842277777777777,3824.0
139,00139_027_SN02_21bars_offmod.csv,27,2,21.0,offmod,True,True,False,False,0,6.178669116903764,1.5065527777777776,4624.0
140,00140_028_SN02_21bars_random_short.csv,28,2,21.0,random_short,True,True,False,False,0,7.00425876636967,1.7176638888888887,5424.0
141,00141_029_SN02_21bars_random_long.csv,29,2,21.0,random_long,True,True,False,False,0,7.15870603766532,1.7584027777777775,5724.0
142,00142_030_SN02_21bars_random_mixed.csv,30,2,21.0,random_mixed,True,True,False,False,0,7.689453437755168,1.891458333333333,5819.0
143,00143_031_SN02_18bars_ramp1.csv,31,2,18.0,ramp1,True,True,False,False,0,7.883468122980988,1.9407138888888886,5919.0
144,00144_032_SN02_18bars_ramp2.csv,32,2,18.0,ramp2,True,True,False,True,27.0,7.964893807511055,1.9659916666666664,6101.0
145,00145_033_SN02_18bars_ramp3.csv,33,2,18.0,ramp3,True,True,False,False,0,7.940708096475246,1.971269444444444,6139.0
146,00146_034_SN02_18bars_ramp4.csv,34,2,18.0,ramp4,True,True,False,False,0,8.044128101597575,2.0018249999999997,6158.0
147,00147_035_SN02_18bars_onmod.csv,35,2,18.0,onmod,True,False,False,False,0,8.425045331550981,2.114880555555555,6231.0
148,00148_036_SN02_18bars_offmod.csv,36,2,18.0,offmod,True,True,False,False,0,8.494131271853632,2.1367416666666665,7031.0
149,00149_037_SN02_18bars_random_short.csv,37,2,18.0,random_short,True,True,False,False,0,9.174621581836341,2.347852777777778,7831.0
150,00150_038_SN02_18bars_random_long.csv,38,2,18.0,random_long,True,True,False,False,0,9.299703770610915,2.388025,8131.0
151,00151_039_SN02_18bars_random_mixed.csv,39,2,18.0,random_mixed,True,True,False,False,0,9.70602443020544,2.5113583333333334,8226.0
152,00152_040_SN02_24bars_ssf.csv,40,2,24.0,ssf,True,True,False,False,0,9.855765627584477,2.557366666666667,8326.0
153,00153_041_SN02_21bars_ssf.csv,41,2,21.0,ssf,True,True,False,False,0,10.224886229582562,2.6407000000000003,8327.0
154,00154_042_SN02_18bars_ssf.csv,42,2,18.0,ssf,True,True,False,False,0,10.54397496576463,2.7240333333333338,8328.0
155,00155_043_SN02_15bars_ssf.csv,43,2,15.0,ssf,True,True,False,False,0,10.815531893433551,2.8073666666666672,8329.0
156,00156_044_SN02_12bars_ssf.csv,44,2,12.0,ssf,True,True,False,False,0,11.042359533722934,2.8907000000000007,8330.0
157,00157_045_SN02_9bars_ssf.csv,45,2,9.0,ssf,True,True,False,False,0,11.227340620529445,2.974033333333334,8331.0
158,00158_046_SN02_24bars_health_check.csv,46,2,24.0,health_check,True,True,False,False,0,11.374246099825452,3.0573666666666677,8332.0
159,00159_047_SN02_21bars_health_check.csv,47,2,21.0,health_check,True,True,False,False,0,11.47969358835774,3.0827416666666676,8515.0
160,00160_048_SN02_18bars_health_check.csv,48,2,18.0,health_check,True,True,False,False,0,11.571219842905988,3.1081166666666675,8698.0
161,00161_049_SN02_15bars_health_check.csv,49,2,15.0,health_check,True,True,False,False,0,11.649072693607932,3.1334916666666675,8881.0
162,00162_050_SN02_12bars_health_check.csv,50,2,12.0,health_check,True,True,False,True,20.0,11.713981525765515,3.1588666666666674,9064.0
163,00163_051_SN02_9bars_health_check.csv,51,2,9.0,health_check,True,True,False,True,22.0,11.766958012146938,3.1842416666666673,9247.0
164,00164_052_SN02_15bars_ramp1.csv,52,2,15.0,ramp1,True,True,False,False,0,11.808939905034356,3.2096166666666672,9430.0
165,00165_053_SN02_15bars_ramp2.csv,53,2,15.0,ramp2,True,True,False,False,0,11.87305641274585,3.234894444444445,9612.0
166,00166_054_SN02_15bars_ramp3.csv,54,2,15.0,ramp3,True,True,False,False,0,11.886462947538437,3.2401722222222227,9650.0
167,00167_055_SN02_15bars_ramp4.csv,55,2,15.0,ramp4,True,True,False,False,0,11.968223340005805,3.270727777777778,9669.0
168,00168_056_SN02_15bars_onmod.csv,56,2,15.0,onmod,True,False,False,True,20.0,12.26941298725704,3.3837833333333336,9742.0
169,00169_057_SN02_15bars_offmod.csv,57,2,15.0,offmod,True,True,False,False,0,12.324134500448725,3.4057861111111114,10542.0
170,00170_058_SN02_15bars_random_short.csv,58,2,15.0,random_short,True,True,False,False,0,12.861110431950147,3.6168972222222227,11342.0
171,00171_059_SN02_15bars_random_long.csv,59,2,15.0,random_long,True,True,False,False,0,12.962206672611636,3.6578861111111114,11642.0
172,00172_060_SN02_15bars_random_mixed.csv,60,2,15.0,random_mixed,True,True,False,False,0,13.336773460615232,3.801219444444445,11743.0
173,00173_061_SN02_12bars_ramp1.csv,61,2,12.0,ramp1,True,True,False,False,0,13.422009185643935,3.834536111111112,11843.0
174,00174_062_SN02_12bars_ramp2.csv,62,2,12.0,ramp2,True,True,False,False,0,13.472855333111555,3.8598138888888895,12025.0
175,00175_063_SN02_12bars_ramp3.csv,63,2,12.0,ramp3,True,True,False,False,0,13.483583911551072,3.8650916666666673,12063.0
176,00176_064_SN02_12bars_ramp4.csv,64,2,12.0,ramp4,True,True,False,False,0,13.548527783986465,3.8956472222222227,12082.0
177,00177_065_SN02_12bars_onmod.csv,65,2,12.0,onmod,True,False,False,False,0,13.78821011541967,4.008702777777779,12155.0
178,00178_066_SN02_12bars_offmod.csv,66,2,12.0,offmod,True,True,False,False,0,13.831677652697879,4.0305694444444455,12955.0
179,00179_067_SN02_12bars_random_short.csv,67,2,12.0,random_short,True,True,False,False,0,14.259105036526119,4.241680555555557,13755.0
180,00180_068_SN02_12bars_random_long.csv,68,2,12.0,random_long,True,True,False,False,0,14.338970196115612,4.282366666666668,14055.0
181,00181_069_SN02_12bars_random_mixed.csv,69,2,12.0,random_mixed,True,True,False,False,0,14.644910450800415,4.429033333333335,14151.0
182,00182_070_SN02_9bars_ramp1.csv,70,2,9.0,ramp1,True,True,False,False,0,14.70505528800843,4.45856388888889,14251.0
183,00183_071_SN02_9bars_ramp2.csv,71,2,9.0,ramp2,True,True,False,False,0,14.744317694098417,4.4838416666666685,14433.0
184,00184_072_SN02_9bars_ramp3.csv,72,2,9.0,ramp3,True,True,False,False,0,14.752569668552221,4.489119444444446,14471.0
185,00185_073_SN02_9bars_ramp4.csv,73,2,9.0,ramp4,True,True,False,False,0,14.802979411523722,4.519675000000002,14490.0
186,00186_074_SN02_9bars_onmod.csv,74,2,9.0,onmod,True,False,False,False,0,14.98893318275544,4.632730555555558,14563.0
187,00187_075_SN02_9bars_offmod.csv,75,2,9.0,offmod,True,True,False,False,0,15.023023190465766,4.6547388888888905,15363.0
188,00188_076_SN02_9bars_random_short.csv,76,2,9.0,random_short,True,True,False,False,0,15.354151511455742,4.865850000000002,16163.0
189,00189_077_SN02_9bars_random_long.csv,77,2,9.0,random_long,True,True,False,True,1.0,15.417091929906439,4.907200000000002,16463.0
190,00190_078_SN02_9bars_random_mixed.csv,78,2,9.0,random_mixed,True,True,False,False,0,15.654468087146565,5.042755555555558,16558.0
191,00191_079_SN02_24bars_ssf.csv,79,2,24.0,ssf,True,True,False,False,0,15.70978511514549,5.077547222222225,16658.0
192,00192_080_SN02_21bars_ssf.csv,80,2,21.0,ssf,True,True,False,False,0,16.044414251779326,5.160880555555558,16659.0
193,00193_081_SN02_18bars_ssf.csv,81,2,18.0,ssf,True,True,False,False,0,16.33373369517735,5.244213888888891,16660.0
194,00194_082_SN02_15bars_ssf.csv,82,2,15.0,ssf,True,True,False,False,0,16.58006494210443,5.327547222222224,16661.0
195,00195_083_SN02_12bars_ssf.csv,83,2,12.0,ssf,True,True,False,False,0,16.78574162895214,5.410880555555557,16662.0
196,00196_084_SN02_9bars_ssf.csv,84,2,9.0,ssf,True,True,False,False,0,16.953611630362012,5.49421388888889,16663.0
197,00197_085_SN02_24bars_health_check.csv,85,2,24.0,health_check,True,True,False,False,0,17.086892546509315,5.577547222222223,16664.0
198,00198_086_SN02_21bars_health_check.csv,86,2,21.0,health_check,True,True,False,False,0,17.18275955510211,5.602922222222223,16847.0
199,00199_087_SN02_18bars_health_check.csv,87,2,18.0,health_check,True,True,False,False,0,17.265704597901827,5.628297222222224,17030.0
200,00200_088_SN02_15bars_health_check.csv,88,2,15.0,health_check,True,True,False,False,0,17.336224807147975,5.653672222222224,17213.0
201,00201_089_SN02_12bars_health_check.csv,89,2,12.0,health_check,True,True,False,True,29.0,17.3950915194669,5.679047222222224,17396.0
202,00202_090_SN02_9bars_health_check.csv,90,2,9.0,health_check,True,True,False,False,0,17.44321182826358,5.704422222222225,17579.0
203,00203_091_SN02_7bars_ssf.csv,91,2,7.0,ssf,True,True,False,False,0,17.48142247881037,5.729797222222225,17762.0
204,00204_092_SN02_5bars_ssf.csv,92,2,5.0,ssf,True,True,False,False,0,17.592809507287747,5.813130555555558,17763.0
205,00205_093_SN02_7bars_health_check.csv,93,2,7.0,health_check,True,True,False,False,0,17.68580176733651,5.896463888888891,17764.0
206,00206_094_SN02_5bars_health_check.csv,94,2,5.0,health_check,True,True,False,False,0,17.71781972850264,5.9218388888888915,17947.0
207,00207_095_SN02_7bars_ramp1.csv,95,2,7.0,ramp1,True,True,False,True,31.0,17.744479869689776,5.947213888888892,18130.0
208,00208_096_SN02_7bars_ramp2.csv,96,2,7.0,ramp2,True,True,False,True,2.0,17.775957058281826,5.97249166666667,18312.0
